file,opt,cgates_average,cgates_stdev,depth_average,depth_stdev,amounts
0/benchmark_files__rand_1052.qasm,000,156.0,7.230886134196436,157.14285714285714,8.078694580342109,7
0/benchmark_files__rand_1052.qasm,001,161.57142857142858,4.865538961693257,156.28571428571428,11.335333957072784,7
0/benchmark_files__rand_1052.qasm,010,149.0,6.740072064048828,136.85714285714286,14.085743262792564,7
0/benchmark_files__rand_1052.qasm,011,148.42857142857142,8.893932809299073,138.57142857142858,11.938618523300674,7
0/benchmark_files__rand_1052.qasm,100,144.14285714285714,6.9370345955308474,177.28571428571428,9.467452300446222,7
0/benchmark_files__rand_1052.qasm,101,143.14285714285714,8.492493684401056,173.0,10.783585409580354,7
0/benchmark_files__rand_1052.qasm,110,133.0,9.16515138991168,156.14285714285714,9.862317482338977,7
0/benchmark_files__rand_1052.qasm,111,136.85714285714286,8.322578093502576,155.0,6.369570517030843,7
0/benchmark_files__rand_1104.qasm,000,513.5714285714286,4.531071864901059,467.85714285714283,66.88888135542103,7
0/benchmark_files__rand_1104.qasm,001,505.2857142857143,5.256676997992599,478.7142857142857,53.734038921111356,7
0/benchmark_files__rand_1104.qasm,010,505.57142857142856,8.715456595811226,429.57142857142856,62.67343283779395,7
0/benchmark_files__rand_1104.qasm,011,490.0,7.708992893275452,423.0,64.22060194583756,7
0/benchmark_files__rand_1104.qasm,100,454.0,9.471762545286158,462.0,66.5432190384565,7
0/benchmark_files__rand_1104.qasm,101,447.57142857142856,11.172122740581228,482.85714285714283,47.98639262906747,7
0/benchmark_files__rand_1104.qasm,110,450.2857142857143,12.11509431263668,469.57142857142856,79.38128088600007,7
0/benchmark_files__rand_1104.qasm,111,447.85714285714283,7.219587867710443,507.14285714285717,51.094949628618096,7
0/benchmark_files__rand_452.qasm,000,94.33333333333333,1.3333333333333333,77.77777777777777,2.199887763691481,9
0/benchmark_files__rand_452.qasm,001,91.22222222222223,1.9876159799998134,73.55555555555556,6.448274723798627,9
0/benchmark_files__rand_452.qasm,010,93.22222222222223,2.042752923427804,65.55555555555556,2.671292284482513,9
0/benchmark_files__rand_452.qasm,011,89.0,3.2317865716108862,65.33333333333333,2.054804667656325,9
0/benchmark_files__rand_452.qasm,100,84.0,2.3570226039551585,82.66666666666667,10.022197585581939,9
0/benchmark_files__rand_452.qasm,101,81.44444444444444,1.7069212773041353,74.55555555555556,5.964918013986465,9
0/benchmark_files__rand_452.qasm,110,82.44444444444444,3.166179299727779,75.22222222222223,8.010795185633748,9
0/benchmark_files__rand_452.qasm,111,83.33333333333333,3.527668414752788,74.77777777777777,6.71280331866365,9
0/benchmark_files__rand_1954.qasm,000,330.77777777777777,5.807615264609769,337.22222222222223,21.26435608021491,9
0/benchmark_files__rand_1954.qasm,001,327.22222222222223,6.032831982443656,299.6666666666667,21.197484127446195,9
0/benchmark_files__rand_1954.qasm,010,326.8888888888889,6.208317797643997,299.1111111111111,18.095084933910428,9
0/benchmark_files__rand_1954.qasm,011,322.3333333333333,7.2264944628929335,288.77777777777777,12.673487442318995,9
0/benchmark_files__rand_1954.qasm,100,288.0,8.768630958643937,353.8888888888889,27.33513995836147,9
0/benchmark_files__rand_1954.qasm,101,290.8888888888889,9.314796406726527,331.44444444444446,16.235154662447176,9
0/benchmark_files__rand_1954.qasm,110,285.6666666666667,9.116529554118229,312.22222222222223,10.325564582656837,9
0/benchmark_files__rand_1954.qasm,111,291.55555555555554,7.790465841314713,336.55555555555554,17.708197167232473,9
0/benchmark_files__rand_617.qasm,000,557.1111111111111,7.866164453523491,541.8888888888889,35.53853759401177,9
0/benchmark_files__rand_617.qasm,001,550.0,12.092238098144703,477.3333333333333,43.104524124504614,9
0/benchmark_files__rand_617.qasm,011,544.3333333333334,7.3484692283495345,462.77777777777777,37.74115872265178,9
0/benchmark_files__rand_617.qasm,100,502.22222222222223,7.75711541142536,567.5555555555555,42.15081681325632,9
0/benchmark_files__rand_617.qasm,101,497.55555555555554,8.029267451173185,557.3333333333334,25.130769099961018,9
0/benchmark_files__rand_617.qasm,110,500.6666666666667,10.413666234542205,522.0,66.38942352178964,9
0/benchmark_files__rand_617.qasm,111,498.8888888888889,7.187094057242769,516.3333333333334,46.35610950984658,9
0/benchmark_files__rand_617.qasm,010,551.625,7.448783457719791,484.375,36.905072483332155,8
0/benchmark_files__rand_1904.qasm,000,39.666666666666664,0.6666666666666666,53.22222222222222,0.41573970964154905,9
0/benchmark_files__rand_1904.qasm,001,40.77777777777778,1.6850834320114558,45.55555555555556,0.4969039949999533,9
0/benchmark_files__rand_1904.qasm,010,30.11111111111111,0.8748897637790901,35.55555555555556,0.4969039949999533,9
0/benchmark_files__rand_1904.qasm,011,30.77777777777778,3.010270485365348,34.666666666666664,3.681787005729087,9
0/benchmark_files__rand_1904.qasm,100,36.55555555555556,1.8324913891634045,62.0,4.422166387140534,9
0/benchmark_files__rand_1904.qasm,101,36.666666666666664,0.9428090415820632,58.0,2.8284271247461903,9
0/benchmark_files__rand_1904.qasm,110,36.55555555555556,0.8314794192830981,54.0,0.0,9
0/benchmark_files__rand_1904.qasm,111,36.111111111111114,0.9938079899999066,54.0,0.0,9
0/benchmark_files__rand_1856.qasm,000,331.6666666666667,7.6739096221475585,363.0,27.076024654869684,9
0/benchmark_files__rand_1856.qasm,001,321.3333333333333,10.718623460542352,328.55555555555554,36.365768736580684,9
0/benchmark_files__rand_1856.qasm,010,327.0,6.6332495807108,317.6666666666667,25.08651696296904,9
0/benchmark_files__rand_1856.qasm,011,313.22222222222223,11.073268891823105,310.55555555555554,21.255645582663504,9
0/benchmark_files__rand_1856.qasm,100,288.22222222222223,9.003428702170176,372.77777777777777,28.9972327330185,9
0/benchmark_files__rand_1856.qasm,101,292.22222222222223,4.732342097565968,353.1111111111111,34.23917329104663,9
0/benchmark_files__rand_1856.qasm,110,290.55555555555554,8.845728549997842,351.44444444444446,24.102148871976404,9
0/benchmark_files__rand_1856.qasm,111,291.3333333333333,7.986099033807292,338.3333333333333,24.1522945769824,9
0/benchmark_files__rand_1473.qasm,000,442.22222222222223,11.123326618495403,435.22222222222223,20.55225198678712,9
0/benchmark_files__rand_1473.qasm,001,428.0,6.394442031083626,407.0,21.612753436596435,9
0/benchmark_files__rand_1473.qasm,010,435.77777777777777,8.350352990247082,388.22222222222223,35.7857134056402,9
0/benchmark_files__rand_1473.qasm,011,432.1111111111111,4.201704533597564,386.55555555555554,27.503983998731332,9
0/benchmark_files__rand_1473.qasm,100,384.8888888888889,9.780302704295728,444.77777777777777,36.74469811423374,9
0/benchmark_files__rand_1473.qasm,101,377.8888888888889,8.543281238551595,427.22222222222223,36.62961090513696,9
0/benchmark_files__rand_1473.qasm,110,386.8888888888889,11.454687972319887,426.22222222222223,30.46957600178242,9
0/benchmark_files__rand_1473.qasm,111,376.22222222222223,8.066085072391793,392.6666666666667,24.03700850309326,9
0/benchmark_files__rand_1230.qasm,000,428.875,15.30063315683374,437.25,28.331740151286155,8
0/benchmark_files__rand_1230.qasm,001,432.25,7.031180555212616,392.0,23.515952032609693,8
0/benchmark_files__rand_1230.qasm,010,421.125,9.211914838946353,394.875,15.979967928628643,8
0/benchmark_files__rand_1230.qasm,011,427.0,5.979130371550699,382.0,34.19795315512319,8
0/benchmark_files__rand_1230.qasm,100,394.5,10.988630487917955,465.0,21.047565179849187,8
0/benchmark_files__rand_1230.qasm,101,393.5,16.673332000533065,424.75,31.936460354898443,8
0/benchmark_files__rand_1230.qasm,110,395.375,6.382348705609871,422.75,29.520120257207626,8
0/benchmark_files__rand_1230.qasm,111,388.625,9.205127647132331,427.75,21.387788571986587,8
0/benchmark_files__rand_1639.qasm,000,114.0,4.242640687119285,155.22222222222223,9.941805981452239,9
0/benchmark_files__rand_1639.qasm,001,115.11111111111111,5.9711239300197345,141.33333333333334,10.066445913694333,9
0/benchmark_files__rand_1639.qasm,010,111.88888888888889,2.3778816176702997,150.33333333333334,7.195677714974301,9
0/benchmark_files__rand_1639.qasm,011,115.66666666666667,7.944250191875323,143.44444444444446,9.405803304474803,9
0/benchmark_files__rand_1639.qasm,100,102.88888888888889,3.5728744868474505,154.66666666666666,13.968217893171309,9
0/benchmark_files__rand_1639.qasm,101,99.88888888888889,4.148478822798771,152.44444444444446,2.1140330656044943,9
0/benchmark_files__rand_1639.qasm,110,98.55555555555556,4.424957278164417,151.33333333333334,2.6246692913372702,9
0/benchmark_files__rand_1639.qasm,111,100.0,3.972125095937662,146.11111111111111,7.563721077830004,9
0/benchmark_files__rand_1609.qasm,000,123.55555555555556,2.1140330656044943,160.0,10.614455552060438,9
0/benchmark_files__rand_1609.qasm,001,123.11111111111111,1.9116278371205837,143.88888888888889,11.666137554139278,9
0/benchmark_files__rand_1609.qasm,010,121.33333333333333,3.8873012632302006,130.66666666666666,10.274023338281628,9
0/benchmark_files__rand_1609.qasm,011,121.88888888888889,2.9228769862146455,131.22222222222223,12.053379219840549,9
0/benchmark_files__rand_1609.qasm,100,110.55555555555556,5.013561854523768,153.77777777777777,15.604684323609566,9
0/benchmark_files__rand_1609.qasm,101,109.44444444444444,4.94662873101157,154.66666666666666,8.32666399786453,9
0/benchmark_files__rand_1609.qasm,110,108.44444444444444,3.095197394929804,147.11111111111111,10.235498624823581,9
0/benchmark_files__rand_1609.qasm,111,107.66666666666667,3.2317865716108862,143.88888888888889,10.68170236582628,9
0/benchmark_files__rand_606.qasm,000,381.1111111111111,6.505458297024199,392.6666666666667,23.09882151876055,9
0/benchmark_files__rand_606.qasm,001,371.55555555555554,7.088505736771814,377.0,25.556038642776997,9
0/benchmark_files__rand_606.qasm,010,371.1111111111111,5.086899174337598,354.44444444444446,30.309921775298125,9
0/benchmark_files__rand_606.qasm,011,367.22222222222223,3.1894889098682944,344.77777777777777,18.766268662314648,9
0/benchmark_files__rand_606.qasm,100,333.44444444444446,10.329150885948533,432.6666666666667,25.9101009904117,9
0/benchmark_files__rand_606.qasm,101,327.44444444444446,6.784150009988332,398.44444444444446,31.773892536382448,9
0/benchmark_files__rand_606.qasm,110,327.6666666666667,12.292725943057183,396.3333333333333,22.380547108792694,9
0/benchmark_files__rand_606.qasm,111,322.55555555555554,12.139111363331256,388.22222222222223,25.275274601333997,9
0/benchmark_files__rand_1026.qasm,000,8.285714285714286,0.45175395145262565,16.285714285714285,0.45175395145262565,7
0/benchmark_files__rand_1026.qasm,001,8.714285714285714,0.880630571852711,11.428571428571429,0.4948716593053935,7
0/benchmark_files__rand_1026.qasm,010,4.571428571428571,1.3997084244475304,6.142857142857143,1.355261854357877,7
0/benchmark_files__rand_1026.qasm,011,4.857142857142857,2.099562636671296,5.714285714285714,1.749635530559413,7
0/benchmark_files__rand_1026.qasm,100,8.0,0.0,16.0,0.0,7
0/benchmark_files__rand_1026.qasm,101,8.0,0.0,15.142857142857142,2.641891715558133,7
0/benchmark_files__rand_1026.qasm,110,7.428571428571429,0.4948716593053935,14.714285714285714,3.1493439550069438,7
0/benchmark_files__rand_1026.qasm,111,7.571428571428571,0.4948716593053935,15.285714285714286,3.4106675389466634,7
0/benchmark_files__rand_1149.qasm,000,95.75,3.2691742076555053,101.625,8.26041009877839,8
0/benchmark_files__rand_1149.qasm,001,92.875,3.2185982973959333,87.5,4.2130748865881795,8
0/benchmark_files__rand_1149.qasm,010,91.75,4.437059837324712,81.625,6.836254456937659,8
0/benchmark_files__rand_1149.qasm,011,91.5,3.8078865529319543,79.625,2.9553976043842223,8
0/benchmark_files__rand_1149.qasm,100,86.125,1.899835519196333,103.625,5.977823600609171,8
0/benchmark_files__rand_1149.qasm,101,87.625,4.948168853222372,98.625,12.844624361965593,8
0/benchmark_files__rand_1149.qasm,110,88.875,5.555121510822243,90.125,10.821708506515964,8
0/benchmark_files__rand_1149.qasm,111,85.75,4.054318685056714,91.0,6.59545297913646,8
0/benchmark_files__rand_1923.qasm,000,456.6666666666667,3.7712361663282534,431.55555555555554,16.16657121010383,9
0/benchmark_files__rand_1923.qasm,001,447.0,7.118052168020874,414.55555555555554,35.380820639660165,9
0/benchmark_files__rand_1923.qasm,010,452.0,5.637178175095921,397.6666666666667,22.744962812309307,9
0/benchmark_files__rand_1923.qasm,011,443.0,9.225568335398698,383.22222222222223,18.47387210676971,9
0/benchmark_files__rand_1923.qasm,100,404.1111111111111,8.849914556328834,466.3333333333333,32.516662395352526,9
0/benchmark_files__rand_1923.qasm,101,405.55555555555554,10.253575106719403,441.6666666666667,29.101355447622865,9
0/benchmark_files__rand_1923.qasm,110,406.0,8.96908269804914,433.77777777777777,19.326307791182106,9
0/benchmark_files__rand_1923.qasm,111,396.44444444444446,6.255861449004111,438.8888888888889,28.695506595378866,9
0/benchmark_files__rand_1931.qasm,000,123.33333333333333,2.260776661041756,130.66666666666666,6.6332495807108,9
0/benchmark_files__rand_1931.qasm,001,116.44444444444444,1.7708197167232473,109.77777777777777,4.589305872902974,9
0/benchmark_files__rand_1931.qasm,010,118.77777777777777,3.552081636254618,107.0,7.272474743090476,9
