file,label,average,stdev,amounts
benchmark_files__real__basis_trotter_n4.qasm l3rpol3 482.0 0 9
benchmark_files__real__bell_n4.qasm l3rpol3 13.0 0 9
benchmark_files__real__bv_n14.qasm l3rpopurel3 65.77777777777777 0 9
benchmark_files__real__bv_n19.qasm l3rpol3 97.77777777777777 0 9
benchmark_files__real__cat_state_n22.qasm RPOLevel3Hoare 27.444444444444443 0 9
benchmark_files__real__cat_state_n4.qasm Baseline 8.0 0 9
benchmark_files__real__csla_mux_3.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__deutsch_n2.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__dnn_n16.qasm QiskitLevel3 188.0 0 9
benchmark_files__real__dnn_n2.qasm l3rpol3 11.0 0 9
benchmark_files__real__dnn_n8.qasm QiskitLevel3 157.66666666666666 0 9
benchmark_files__real__error_correctiond3_n5.qasm l3rpol3 118.44444444444444 0 9
benchmark_files__real__fredkin_n3.qasm RPOLevel3Pure 8.0 0 9
benchmark_files__real__gf2^4_mult.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__gf2^5_mult.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__gf2^6_mult.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__gf2^7_mult.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__gf2^8_mult.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__ghz_state_n23.qasm RPOLevel3Hoare 32.22222222222222 0 9
benchmark_files__real__grover.qasm RPOLevel3Pure 57.0 0 9
benchmark_files__real__grover_5.qasm l3rpopurel3 1335.3333333333333 0 9
benchmark_files__real__grover_n2.qasm l3rpol3 8.0 0 9
benchmark_files__real__ham15-low.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__ham15-med.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__hs4_n4.qasm l3rpol3 10.0 0 9
benchmark_files__real__hwb6.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__ising_n10.qasm l3rpol3 132.0 0 9
benchmark_files__real__ising_n26.qasm QiskitLevel3 101.1111111111111 0 9
benchmark_files__real__iswap_n2.qasm l3rpol3 8.0 0 9
benchmark_files__real__linearsolver_n3.qasm l3rpol3 14.0 0 9
benchmark_files__real__lpn_n5.qasm l3rpol3 7.0 0 9
benchmark_files__real__mod5_4.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__mod_mult_55.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__mod_red_21.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__multiplier_n15.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__multiplier_n25.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__multiply_n13.qasm l3rpol3 165.66666666666669 0 9
benchmark_files__real__qaoa_n3.qasm RPOLevel3Pure 17.444444444444443 0 9
benchmark_files__real__qaoa_n6.qasm l3rpol3 115.0 0 9
benchmark_files__real__qcla_com_7.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__qcla_mod_7.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__qec_en_n5.qasm RPOLevel3Pure 2.0 0 9
benchmark_files__real__qft.qasm RPOLevel3Pure 137.33333333333331 0 9
benchmark_files__real__qft16.qasm l3rpol3 850.6666666666666 0 9
benchmark_files__real__qft2.qasm l3rpol3 11.0 0 9
benchmark_files__real__qft4.qasm l3rpol3 56.44444444444444 0 9
benchmark_files__real__qft8.qasm l3rpol3 220.55555555555554 0 9
benchmark_files__real__qft_4.qasm RPOLevel3Pure 135.66666666666669 0 9
benchmark_files__real__qft_n15.qasm RPOLevel3Hoare 435.88888888888886 0 9
benchmark_files__real__qft_n20.qasm RPOLevel3Hoare 921.2222222222222 0 9
benchmark_files__real__qft_n4.qasm l3rpopurel3 47.55555555555556 0 9
benchmark_files__real__qpe_n9.qasm l3rpol3 187.33333333333331 0 9
benchmark_files__real__qrng_n4.qasm Baseline 2.0 0 9
benchmark_files__real__quantumwalks_n2.qasm Baseline 11.0 0 9
benchmark_files__real__rc_adder_6.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__sat_n11.qasm l3rpol3 1188.6666666666665 0 9
benchmark_files__real__simon_n6.qasm QiskitLevel3 57.666666666666664 0 9
benchmark_files__real__tof_10.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__tof_3.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__tof_4.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__tof_5.qasm RPOLevel3Pure 1.0 0 9
benchmark_files__real__variational_n4.qasm l3rpol3 16.0 0 9
benchmark_files__real__vbe_adder_3.qasm RPOLevel3Pure 1.0 0 9
